"","Gene","RE22","BAA_450"
"3022","FIG01200156: hypothetical protein",1,1
"3023","FIG01200195: hypothetical protein",1,1
"3024","DNA polymerase I",1,1
"3025","Predicted hydrolase",1,1
"3026","6-carboxy-5,6,7,8-tetrahydropterin synthase (EC 4.1.2.50)",1,1
"3027","2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58)",1,1
"3028","Salicylate synthetase (EC 5.4.4.2)(EC 4.2.99.21) @ Salicylate synthetase (EC 5.4.4.2)(EC 4.2.99.21) of siderophore biosynthesis",1,1
"3029","Iron aquisition yersiniabactin synthesis enzyme YbtT @ Thioesterase in siderophore biosynthesis gene cluster",1,1
"3030","Yersiniabactin synthetase, thiazolinyl reductase component Irp3 @ Thiazolinyl imide reductase in siderophore biosynthesis gene cluster",1,1
"3031","iron aquisition yersiniabactin synthesis enzyme (Irp1,polyketide synthetase) @ Siderophore biosynthesis non-ribosomal peptide synthetase modules",1,1
"3032","iron aquisition yersiniabactin synthesis enzyme (Irp2)",1,1
"3033","Redox-sensing transcriptional regulator QorR, putative",1,1
"3034","Intracellular protease",1,1
"3035","Methyltransferase type 12",1,0
"3036","Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)",1,1
"3037","protein of unknown function DUF159",1,1
"3038","Transcriptional regulator, RpiR family",1,1
"3039","PTS system, IIB component / PTS system, IIC component",1,1
"3040","glycosyl hydrolase, family 38",1,1
"3041","Uncharacterized glycosyltransferase YcjM",1,1
"3042","Hypothetical protein in aerobactin uptake cluster",1,1
"3043","Possible H+-antiporter clustered with aerobactin genes",1,1
"3044","Ferric aerobactin ABC transporter, ATPase component",1,1
"3045","Ferric aerobactin ABC transporter, periplasmic substrate binding protein",1,1
"3046","Ferric aerobactin ABC transporter, permease component",1,1
"3047","N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase (EC 6.3.2.38), aerobactin biosynthesis protein IucA",1,1
"3048","N6-hydroxylysine O-acetyltransferase (EC 2.3.1.102), aerobactin biosynthesis protein IucB @ Siderophore synthetase small component, acetyltransferase",1,1
"3049","Aerobactin synthase (EC 6.3.2.39), aerobactin biosynthesis protein IucC",1,1
"3050","L-lysine 6-monooxygenase [NADPH] (EC 1.14.13.59), aerobactin biosynthesis protein IucD @ Siderophore biosynthesis protein, monooxygenase",1,1
"3051","Aerobactin siderophore receptor IutA @ TonB-dependent siderophore receptor",1,1
"3052","Predicted amidohydrolase",1,1
"3053","Fosfomycin resistance protein FosA",1,1
"3054","Lipase, GDXG family",1,1
"3055","Glycine betaine/L-proline transport ATP-binding protein ProV (TC 3.A.1.12.1)",1,1
"3056","Glycine betaine/L-proline transport system permease protein ProW (TC 3.A.1.12.1)",1,1
"3057","NADPH-flavin oxidoreductase",1,1
"3058","FIG01204204: hypothetical protein",1,1
"3059","Flp pilus assembly protein CpaD",1,1
"3060","Flp pilus assembly protein TadD, contains TPR repeat",1,1
"3061","FIG01202227: hypothetical protein",1,1
"3062","FIG01205111: hypothetical protein",1,1
"3063","cytochrome c biogenesis (thioredoxin) related protein",1,1
"3064","FAD:protein FMN transferase (EC 2.7.1.180)",1,1
"3065","Transcriptional regulator CdgA",1,1
"3066","FIG01199925: hypothetical protein",1,1
"3067","Serine/threonine:Na+ symporter SstT",1,1
"3068","Probable GTPase related to EngC",1,1
"3069","internal repeat sequences detected",1,1
"3070","Transmembrane component MtsC of energizing module of methionine-regulated ECF transporter",1,1
"3071","Duplicated ATPase component MtsB of energizing module of methionine-regulated ECF transporter",1,1
"3072","Substrate-specific component MtsA of methionine-regulated ECF transporter",1,1
"3073","Glucosamine-6-phosphate deaminase (EC 3.5.99.6)",1,1
"3074","FOG: TPR repeat protein, SEL1 subfamily",1,1
"3075","Uncharacterized N-acetyltransferase YedL",1,1
"3076","L-methionine N-acetyltransferase @ L-phenylalanine N-acetyltransferase (EC 2.3.1.53)",1,1
"3077","RNA methyltransferase, TrmH family",1,1
"3078","4Fe-4S dicluster fused with DUF3470",1,1
"3079","NAD(FAD)-utilizing dehydrogenase, sll0175 homolog",1,1
"3080","Cytochrome b",1,1
"3081","Predicted deacylase",1,1
"3082","Uncharacterized protein YfcC",1,1
"3083","FIG01201229: hypothetical protein",1,1
"3084","probable integral membrane protein NMA1777",1,1
"3085","Nitrilase (EC 3.5.5.1)",1,1
"3086","NADH oxidoreductase for hydroxylamine reductase",1,1
"3087","Hydroxylamine reductase (EC 1.7.99.1)",1,1
"3088","probable peptidase VC1983",1,1
"3089","Threonyl-tRNA synthetase, C-terminal domain",1,0
"3090","Rhodanese-related sulfurtransferase",1,1
"3091","glutathione S-transferase family protein",1,1
"3092","Deoxyribodipyrimidine photolyase, single-strand-specific",1,1
"3093","FIG004436: Protein related to deoxyribodipyrimidine photolyase",1,1
"3094","Uncharacterized protein YczJ",1,1
"3095","Ribonuclease Z (EC 3.1.26.11)",1,1
"3096","Bacterial leucyl aminopeptidase (EC 3.4.11.10)",1,1
"3097","FIG01201567: hypothetical protein",1,1
"3098","response regulator receiver modulated diguanylate cyclase/phosphodiesterase",1,1
"3099","Hydrogen cyanide synthase HcnA",1,1
"3100","Hydrogen cyanide synthase HcnB",1,1
"3101","Hydrogen cyanide synthase HcnC",1,1
"3102","carbon-nitrogen hydrolase",1,1
"3103","1,4-alpha-glucan branching enzyme (EC 2.4.1.18)",1,1
"3104","Outer membrane protein W precursor",1,1
"3105","Thioesterase family protein",1,1
"3106","Protease precursor",1,1
"3107","Cysteine dioxygenase (EC 1.13.11.20)",1,1
"3108","Putative DNA-binding protein",1,1
"3109","MGC89088 protein",1,1
"3110","Glutathione-regulated potassium-efflux system ATP-binding protein",1,1
"3111","Na(+) H(+) antiporter subunit G",1,1
"3112","Na(+) H(+) antiporter subunit F",1,1
"3113","Na(+) H(+) antiporter subunit E",1,1
"3114","Na(+) H(+) antiporter subunit D",1,1
"3115","Na(+) H(+) antiporter subunit C",1,1
"3116","Na(+) H(+) antiporter subunit A / Na(+) H(+) antiporter subunit B",1,1
"3117","FIG01200048: hypothetical protein",1,1
"3118","Universal stress protein family 1",1,1
"3119","FIG01200547: hypothetical protein",1,0
"3120","Uncharacterized glutathione S-transferase-like protein",1,0
"3121","Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)",1,1
"3122","Glycine cleavage system H protein",1,1
"3123","Transcriptional regulator, Xre family",1,1
"3124","Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)",1,1
"3125","Limit dextrin alpha-1,6-maltotetraose-hydrolase (EC 3.2.1.196)",1,1
"3126","Maltose operon periplasmic protein MalM",1,1
"3127","Redox-sensitive transcriptional activator SoxR",1,1
"3128","4-hydroxybenzoate transporter",1,1
"3129","Pantothenate:Na+ symporter (TC 2.A.21.1.1)",1,1
"3130","Cryptochrome",1,1
"3131","Conserved domain associated with flavoprotein oxygenases, DIM6/NTAB family",1,1
"3132","Pullulanase (EC 3.2.1.41)",1,1
"3133","N-hydroxyarylamine O-acetyltransferase (EC 2.3.1.118)",1,1
"3134","Aspartate aminotransferase (AspB-4) (EC 2.6.1.1)",1,1
"3135","Flavin-dependent monooxygenase ArsO associated with arsenic resistance",1,1
"3136","Lysine exporter protein LysE/YggA",1,1
"3137","Possible activator of photopigment and puc with BLUF domain",1,1
"3138","Pentapeptide repeat protein QnrB family",1,1
"3139","Ribonucleotide reductase of class Ib (aerobic), beta subunit (EC 1.17.4.1)",1,0
"3140","Ribonucleotide reductase of class Ib (aerobic), alpha subunit (EC 1.17.4.1)",1,0
"3141","Ribonucleotide reduction protein NrdI",1,0
"3142","Glutaredoxin-like protein NrdH, required for reduction of Ribonucleotide reductase class Ib",1,0
"3143","Iron binding protein SufA for iron-sulfur cluster assembly",1,0
"3144","Iron-sulfur cluster assembly protein SufB",1,0
"3145","Iron-sulfur cluster assembly ATPase protein SufC",1,0
"3146","Iron-sulfur cluster assembly protein SufD",1,0
"3147","Cysteine desulfurase (EC 2.8.1.7) => SufS",1,0
"3148","Sulfur acceptor protein => iron-sulfur cluster assembly SufE",1,0
"3149","Cell-cell signaling protein, C-factor",1,1
"3150","ABC transporter, substrate-binding protein (cluster 10, nitrate/sulfonate/bicarbonate)",1,1
"3151","hydrolase (HAD superfamily)-like",1,1
"3152","Cation/multidrug efflux pump",1,1
"3153","Lipase",1,1
"3154","Copper-sensing two-component system response regulator CusR",1,1
"3155","Efflux ABC transporter, ATP-binding protein",1,1
"3156","Fumarate hydratase class II (EC 4.2.1.2)",1,1
"3157","Rhodanese domain protein UPF0176",1,0
"3158","Possible glyoxylase family protein (Lactoylglutathione lyase) (EC 4.4.1.5)",1,1
"3159","Glutathione S-transferase (EC 2.5.1.18)",1,1
"3160","Pseudouridine-5' phosphatase (EC 3.1.3.-)",1,1
"3161","FIG01203458: hypothetical protein",1,1
"3162","Glycosidase",1,1
"3163","ABC-type uncharacterized transport system, periplasmic component",1,1
"3164","Catalase-peroxidase KatG (EC 1.11.1.21)",1,1
"3165","ATP-dependent RNA helicase VC1407",1,1
"3166","Exoenzymes regulatory protein AepA precursor",1,1
"3167","ankyrin repeat protein",1,1
"3168","C4-dicarboxylate transport sensor protein",1,1
"3169","Domain of unknown function / ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)",1,1
"3170","Maltose phosphorylase (EC 2.4.1.8) / Trehalose phosphorylase (EC 2.4.1.64)",1,1
"3171","Various polyols ABC transporter, ATP-binding protein",1,1
"3172","Amylosucrase (EC 2.4.1.4)",1,1
"3173","putative oxidoreductase, nitronate monooxygenase family",1,1
"3174","Endonuclease I",1,1
"3175","periplasmic binding protein, putative",1,1
"3176","Domain of unknown function / Pseudouridine synthase",1,1
"3177","FIG01199871: hypothetical protein",1,1
"3178","S-formylglutathione hydrolase (EC 3.1.2.12)",1,1
"3179","S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284)",1,1
"3180","Transcriptional regulator, LysR family, in formaldehyde detoxification operon",1,1
"3181","Utilization protein for unknown catechol-siderophore X",1,1
"3182","TonB-dependent heme receptor HutR",1,0
"3183","Hypothetical with regulatory P domain of a subtilisin-like proprotein convertase",1,0
"3184","Threonyl-tRNA synthetase (EC 6.1.1.3)",1,1
"3185","Translation initiation factor 3",1,1
"3186","LSU ribosomal protein L35p",1,1
"3187","LSU ribosomal protein L20p",1,1
"3188","L-2-hydroxyglutarate oxidase (EC 1.1.3.15)",1,1
"3189","FIG01207220: hypothetical protein",1,1
"3190","Aldehyde dehydrogenase (EC 1.2.1.3)",1,1
"3191","sigma-54-dependent transcriptional regulator",1,1
"3192","Putative ring-cleaving dioxygenase",1,1
"3193","Uncharacterized protein YtoQ",1,1
"3194","FIG01199928: hypothetical protein",1,1
"3195","6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type",1,1
"3196","Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)",1,1
"3197","Chemotactic transducer-related protein",1,1
"3198","2-oxoglutarate dehydrogenase complex, dehydrogenase component",1,1
"3199","putative histidinol phosphatase and related hydrolases of the PHP family",1,1
"3200","Soluble cytochrome b562",1,1
"3201","Periplasmic space glucose-6-phosphate sensor protein UhpC",1,1
"3202","Hexose-phosphate uptake signal transduction histidine-protein kinase/phosphatase UhpB",1,1
"3203","Hexose-phosphate uptake two-component transcriptional response regulator UhpA",1,1
"3204","Hexose phosphate transport protein UhpT",1,1
"3205","FIG01200563: hypothetical protein",1,1
"3206","Uncharacterized iron-regulated membrane protein; Iron-uptake factor PiuB",1,1
"3207","Flavodoxin reductases (ferredoxin-NADPH reductases) family 1",1,1
"3208","Acyl-homoserine lactone-binding transcriptional activator, LuxR family",1,1
"3209","FIG01199668: hypothetical protein",1,1
"3210","Inner membrane protein YedI",1,1
"3211","frnE protein",1,1
"3212","FIG01199554: hypothetical protein",1,1
"3213","Leucine-rich-repeat protein",1,1
"3214","FIG01200492: hypothetical protein",1,1
"3215","Transcriptional regulator LuxT",1,1
"3216","RsbT co-antagonist protein RsbRA",1,1
"3217","RsbS, negative regulator of sigma-B",1,1
"3218","Anti-sigma B factor RsbT",1,1
"3219","Chemotaxis protein CheC -- inhibitor of MCP methylation",1,1
"3220","Diguanylate cyclase/phosphodiesterase domain 1 (GGDEF)",1,1
"3221","NAD(P)H-hydrate epimerase (EC 5.1.99.6) / ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136)",1,1
"3222","GMP reductase (EC 1.7.1.7)",1,1
"3223","Transcriptional regulator BetI, TetR family",1,1
"3224","Betaine aldehyde dehydrogenase (EC 1.2.1.8)",1,1
"3225","Choline dehydrogenase (EC 1.1.99.1)",1,1
"3226","Choline binding ABC transport system substrate-binding protein ChoX",1,1
"3227","Choline binding ABC transport system permease protein ChoW",1,1
"3228","Choline binding ABC transport system ATP-binding protein ChoV",1,1
"3229","L-lactate dehydrogenase",1,1
"3230","L-lactate permease",1,1
"3231","Predicted Lactate-responsive regulator, LysR family",1,1
"3232","IncF plasmid conjugative transfer DNA-nicking and unwinding protein TraI",1,1
"3233","IncF plasmid conjugative transfer protein TraD",1,1
"3234","IncF plasmid conjugative transfer protein TraG",1,1
"3235","IncF plasmid conjugative transfer pilus assembly protein TraH",1,1
"3236","IncF plasmid conjugative transfer pilus assembly protein TraF",1,1
"3237","IncF plasmid conjugative transfer protein TraN",1,1
"3238","IncF plasmid conjugative transfer protein TrbC",1,1
"3239","IncF plasmid conjugative transfer pilus assembly protein TraU",1,1
"3240","IncF plasmid conjugative transfer pilus assembly protein TraW",1,1
"3241","IncF plasmid conjugative transfer protein TrbI",1,1
"3242","IncF plasmid conjugative transfer pilus assembly protein TraC",1,1
"3243","IncF plasmid conjugative transfer pilus assembly protein TraB",1,1
"3244","IncF plasmid conjugative transfer pilus assembly protein TraK",1,1
"3245","IncF plasmid conjugative transfer pilus assembly protein TraE",1,1
"3246","IncF plasmid conjugative transfer pilus assembly protein TraL",1,1
"3247","IncF plasmid conjugative transfer pilin protein TraA",1,1
"3248","DNA helicase (EC 3.6.4.12), mobile-element-associated",1,1
"3249","Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79)",1,1
"3250","Toxin HigB / Protein kinase domain of HipA",1,1
"3251","Transcriptional repressor of the lac operon",1,1
"3252","Sodium-Choline Symporter",1,1
"3253","Abortive infection protein",1,1
"3254","Membrane-bound metal-dependent hydrolase",1,1
"3255","Cytolytic pore-forming protein => Cytotoxin K",1,1
"3256","LysR-family transcriptional regulator clustered with PA0057",1,0
"3257","D-amino-acid oxidase (EC 1.4.3.3)",1,1
"3258","2-hydroxymuconate tautomerase-like protein",1,1
"3259","Hydantoin racemase (EC 5.1.99.5)",1,1
"3260","Replication protein",1,1
"3261","Two-component transcriptional response regulator, RocR family / Domain of unknown function",1,1
"3262","guanylate cyclase-related protein",1,1
"3263","Choloylglycine hydrolase",1,1
"3264","Transcriptional regulator of alpha-acetolactate operon AlsR",1,1
"3265","Alpha-acetolactate decarboxylase (EC 4.1.1.5)",1,1
"3266","Acetolactate synthase, catabolic (EC 2.2.1.6)",1,1
"3267","Putative outer membrane protein",1,1
"3268","Putative hydrolase",1,1
"3269","(AF179595) Vco33",1,1
"3270","Antibiotic biosynthesis monooxygenase",1,1
"3271","Ribonuclease I precursor",1,0
"3272","FOG: TPR repeat protein",1,1
"3273","Uncharacterized protein Sbal_0640",1,1
"3274","archaeal ATPase, fused to C-terminal DUF234 domain",1,1
"3275","HipB protein @ Antitoxin HigA",1,1
"3276","Antitoxin HigA",1,1
"3277","hypothetical protein Sden_1896",1,1
"3278","Phage protein",1,1
"3279","Putative MutT-family protein",1,0
"3280","Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)",1,0
"3281","Uncharacterized protein SCO3165",1,1
"3282","Predicted transcriptional regulator of pyridoxine metabolism",1,0
"3283","Dihydrodipicolinate synthase family",1,0
"3284","Putative superfamily I DNA helicases",1,0
"3285","Glutaredoxin 2",1,0
"3286","Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)",1,1
"3287","Putative transporter",1,0
"3288","RTX toxin transporter, ATP-binding protein",1,0
"3289","Glutathione S-transferase, unnamed subgroup (EC 2.5.1.18)",1,1
"3290","ATPase",1,1
"3291","Conserved protein",1,0
"3292","Inorganic pyrophosphatase/exopolyphosphatase",1,0
"3293","S-adenosylhomocysteine hydrolase",1,0
"3294","Transcriptional regulator, DeoR family",1,1
"3295","Epoxide hydrolase (EC 3.3.2.9)",1,1
"3296","transcriptional regulator, CadC",1,0
"3297","Thiol peroxidase, Tpx-type",1,0
"3298","CBS-domain-containing membrane protein",1,1
"3299","Mg2+ and Co2+ transporter",1,1
"3300","Diaminobutyrate--2-oxoglutarate transaminase (EC 2.6.1.76)",1,1
"3301","Aspartokinase (EC 2.7.2.4) associated with ectoine biosynthesis",1,1
"3302","hypothetical protein; putative signal peptide",1,1
"3303","LSU rRNA # 23S rRNA, large subunit ribosomal RNA - 3 prime truncation",0,1
"3304","SSU rRNA # 16S rRNA, small subunit ribosomal RNA - 3 prime truncation",0,1
"3305","LSU rRNA # 23S rRNA, large subunit ribosomal RNA - 5 prime truncation",0,1
"3306","Hemolysin activator protein precursor",0,1
"3307","FIG01200504: hypothetical protein",0,1
"3308","FIG00640418: hypothetical protein",0,1
"3309","FIG01201297: hypothetical protein",0,1
"3310","IS1004 transposase",0,1
"3311","Histidinol phosphatase and related hydrolases of the PHP family",0,1
"3312","L-Proline/Glycine betaine transporter ProP",0,1
"3313","Rubredoxin",0,1
"3314","Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-)",0,1
"3315","PTS system, mannitol-specific IIC component / PTS system, mannitol-specific IIB component (EC 2.7.1.197) / PTS system, mannitol-specific IIA component (EC 2.7.1.197)",0,1
"3316","Mannitol-1-phosphate 5-dehydrogenase (EC 1.1.1.17)",0,1
"3317","Mannitol operon repressor",0,1
"3318","FIG01202721: hypothetical protein",0,1
"3319","Protein TadG, associated with Flp pilus assembly",0,1
"3320","Flp pilus assembly surface protein TadF, ATP/GTP-binding motif",0,1
"3321","Flp pilus assembly membrane protein TadE",0,1
"3322","type III secretion protein HrpQ",0,1
"3323","rRNA small subunit methyltransferase H",0,1
"3324","Type IV prepilin peptidase TadV/CpaA",0,1
"3325","Phospholipase A1 (EC 3.1.1.32) (EC 3.1.1.4) @ Outer membrane phospholipase A",0,1
"3326","DSBA oxidoreductase",0,1
"3327","TRANSPORTER, DME FAMILY",0,1
"3328","Putative methyl-accepting chemotaxis protein",0,1
